date,open,high,low,close,volume,dividends,stock_splits,symbol,fetch_timestamp,data_source,volume_normalized,daily_return,log_return,ma_5,ma_20,volatility_10,volatility_20,high_low_pct,open_close_pct
2025-05-23 00:00:00-04:00,193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,78432900,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,1.9867671834003482,,,,,,,0.02191662404233279,0.008261507299235204
2025-05-27 00:00:00-04:00,198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,56288500,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.9079920944436144,0.025298317070217013,0.02498361129025672,,,,,0.016765501393795297,0.009631889221962557
2025-05-28 00:00:00-04:00,200.36260025266836,202.50017366149785,199.67338002302156,200.1927947998047,45339700,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.374616040273283,0.0010488254734115632,0.0010482758402539916,,,,,0.01415708813137921,-0.0008474907624952772
2025-05-29 00:00:00-04:00,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.6696905779134915,-0.00234507522388816,-0.002347829219184221,,,,,0.026698922968209932,-0.017830852000015943
2025-05-30 00:00:00-04:00,199.14398126681596,201.73105672211125,196.55692105301176,200.622314453125,70819900,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,1.6158962294694394,0.004501160816033689,0.004491060887947086,199.11402587890626,,,,0.02632385388100382,0.007423438945555437
2025-06-02 00:00:00-04:00,200.05295557621693,201.9008644592711,199.89313329888972,201.47134399414062,35423300,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,-0.1084661517089136,0.00423197959474253,0.004223049953605271,200.39856567382813,,,,0.010044022659744531,0.007090064797284692
2025-06-03 00:00:00-04:00,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003906,46381600,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.4253726995272714,0.007783846649397574,0.007753708806274315,201.00986938476564,,,,0.013982869549734423,0.009535625084402689
2025-06-04 00:00:00-04:00,202.67998220748078,206.00620910456834,201.8709028727957,202.590087890625,43604000,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.29006058056779527,-0.002213746602105271,-0.0022162005614127273,201.48932800292968,,,,0.02048490482245675,-0.0004435283439276841
2025-06-05 00:00:00-04:00,203.26931435006063,204.5178973620389,199.92310578136215,200.40257263183594,55126100,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.8513652197753774,-0.010797740805414291,-0.01085645947720722,201.62517700195312,,,,0.02298279412336486,-0.014103170109029459
2025-06-06 00:00:00-04:00,202.76987228695742,205.4668084267123,201.82095228760733,203.68882751464844,46607700,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.43638726969458763,0.01639826694665114,0.01626526737254339,202.2384796142578,,,,0.01806480495597607,0.004532010684459675
2025-06-09 00:00:00-04:00,204.15830357568726,205.76647909477697,199.79326227022588,201.2216339111328,72862600,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,1.7154073417240916,-0.012112562253018933,-0.012186517130606582,202.18853759765625,,0.011457121120320322,,0.02989698830019677,-0.014384277362814868
2025-06-10 00:00:00-04:00,200.3726011094186,204.11835001917973,200.34263633745982,202.44024658203125,54672600,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.829272749315944,0.00605607184084711,0.006037807540624406,202.06867370605468,,0.008585453878567517,,0.018846281304594814,0.010319003003227713
2025-06-11 00:00:00-04:00,203.26930749599725,204.26817387189894,198.18508130061548,198.55465698242188,60989900,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,1.13702305501248,-0.019193760456297837,-0.0193803521323116,201.26158752441407,,0.010752402253589687,,0.030693998414827034,-0.023194109192644436
2025-06-12 00:00:00-04:00,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.3047044540410162,0.002112895022762018,0.002110665999316225,200.9759094238281,,0.010772200509648257,,0.011755127980618778,0.0006027482222414805
2025-06-13 00:00:00-04:00,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.6721507096846081,-0.013805244367089187,-0.013901422958318331,199.48360290527344,,0.011398516139601942,,0.02386304671318109,-0.016422164168927746
2025-06-16 00:00:00-04:00,197.07634287373045,198.46476655376847,196.33717625414866,198.195068359375,43020700,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.2616448407243828,0.010028031208825672,0.009978084140146677,198.87828979492187,,0.011895831448978553,,0.010836410812314791,0.005676609730683552
2025-06-17 00:00:00-04:00,196.97644196425614,198.16509536417735,194.98870767431248,195.418212890625,38856200,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.058769221698339306,-0.014010719296581597,-0.014109795936144053,197.47388305664063,,0.011986948684313527,,0.016290110990275157,-0.007910738249165347
2025-06-18 00:00:00-04:00,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.3772953917071724,0.004804743182752258,0.0047932372448914635,197.0343811035156,,0.01228881216593782,,0.012815911755438846,0.0032663028563544257
2025-06-20 00:00:00-04:00,198.01527480684123,201.47134391409438,196.6368343380514,200.7721405029297,96813500,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,2.8821869464139382,0.02248450514132916,0.022235454923987714,197.39397277832032,,0.014300272223696236,,0.024585981524355018,0.013922490064353393
2025-06-23 00:00:00-04:00,201.40143343464243,202.07067208145295,198.73446202428119,201.27157592773438,55814300,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.8848912135354262,0.00248757334336136,0.002484484454290313,198.4028289794922,199.80973434448242,0.013191323294279697,,0.01678727495568511,-0.0006447695266786338
2025-06-24 00:00:00-04:00,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.7996245078129424,-0.005955331300461331,-0.005973135005743733,198.77840270996094,200.0609489440918,0.01275751842081944,0.011951291726366615,0.016183843868897277,-0.01130358520918
2025-06-25 00:00:00-04:00,201.2216365357081,203.43912119943792,200.39257558111612,201.33151245117188,39525700,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.09138423597086569,0.0062905831155934955,0.0062708799839138255,199.9610626220703,200.1283721923828,0.012771115485801968,0.01062836471413207,0.01520288668124135,0.0005460442393544034
2025-06-26 00:00:00-04:00,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.6405733351492061,-0.0027783626191049127,-0.002782229432460398,200.84406127929688,200.15733947753907,0.011034801268129547,0.010650303961470398,0.01594300896792351,-0.002134700349581897
2025-06-27 00:00:00-04:00,201.66113009938155,202.98962419564972,199.77327327657756,200.85205078125,73188600,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,1.7312885884049634,0.00039801477495893245,0.0003979355880893889,200.86004333496095,200.21377563476562,0.011031773333613725,0.010633475222205676,0.016100006103515505,-0.004012073708665749
2025-06-30 00:00:00-04:00,201.78098710410558,207.15489297707504,199.0341046248948,204.93740844726562,91912800,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,2.6434469905582696,0.020340134193924886,0.02013603660512328,201.59320983886718,200.42953033447264,0.011224669699298884,0.011513456184701202,0.0408009891947156,0.015642808514617607
2025-07-01 00:00:00-04:00,206.4357061767528,209.95171998702364,205.90630823197938,207.58441162109375,78788900,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,2.004109894499705,0.012916154224275056,0.012833452072208559,203.0955047607422,200.7351837158203,0.011420757918809902,0.011796962896113167,0.01964685681454009,0.005564470728515404
2025-07-02 00:00:00-04:00,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,1.4756882047080382,0.022230770203315764,0.02198726883923021,205.26903686523437,201.1931640625,0.010540716339311603,0.012612147336362437,0.024983169806335644,0.016897222332188086
2025-07-03 00:00:00-04:00,211.90950026104147,214.40666625629999,211.56988934364432,213.30792236328125,34955800,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,-0.1312406388969735,0.005225041050401336,0.005211437887560029,207.77619323730468,201.72905578613282,0.010525961581275205,0.012582176121689612,0.013408226101815484,0.006599147751833336
2025-07-07 00:00:00-04:00,212.43889126622693,215.9848699115094,208.56330013289198,209.7119903564453,50229000,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.6128006396499271,-0.016857939297312052,-0.017001651776427245,209.54818115234374,202.19452667236328,0.011921643928659704,0.012989602685042264,0.03558425558997466,-0.01283616617243726
2025-07-08 00:00:00-04:00,209.86183643928914,211.1903153368944,208.213697736729,209.7719268798828,42848900,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.2532755211545247,0.0002858039892503772,0.0002857631550704372,210.51508483886718,202.498681640625,0.011981677796996161,0.012565380915943964,0.01429597395618576,-0.0004284226276287853
2025-07-09 00:00:00-04:00,209.2924745188519,211.09043707809712,206.98509558510867,210.90065002441406,48749400,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.5407212145302408,0.005380715910463962,0.005366291577633038,211.17833251953124,202.98263244628907,0.011436992022463387,0.01216701527363935,0.01983399568642088,0.007683866843560671
2025-07-10 00:00:00-04:00,210.27134950514616,213.23798377907798,209.7918979255535,212.16920471191406,44443600,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.3309620980931323,0.006014939675876629,0.005996922139720782,211.1723388671875,203.4690803527832,0.011434786692886514,0.012166372127542482,0.016426210390390477,0.009025743218152754
2025-07-11 00:00:00-04:00,210.33129628612954,211.88952536572023,209.6220944658076,210.92062377929688,39765800,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.10308082286680831,-0.005884835805047839,-0.005902219685680755,210.69487915039062,204.08737869262694,0.011717798342444496,0.01125155619632881,0.010816755293333242,0.00280190111302136
2025-07-14 00:00:00-04:00,209.69201166358403,210.67091168904602,207.3047216270235,208.3834991455078,38840100,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.05798490246041896,-0.012028812490351148,-0.012101744099128115,210.42918090820314,204.55784454345704,0.012863566329106029,0.011749235882124167,0.01623788419097793,-0.006240163884619049
2025-07-15 00:00:00-04:00,208.9828312368767,211.64980271899068,208.6831682659836,208.87295532226562,42296300,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.22635534656602865,0.0023488240612374867,0.0023460698858746415,210.2493865966797,205.19012756347655,0.011469975063972895,0.011116353000384152,0.014215973802093482,-0.0005257652696193941
2025-07-16 00:00:00-04:00,210.06160887608695,212.1592191902425,208.40348697906978,209.92176818847656,47490500,0.0,0.0,AAPL,2025-08-24 17:35:45.059394,yfinance,0.47939329598254327,0.0050212956703405975,0.0050087310082720295,210.0536102294922,205.77646255493164,0.010889305161109752,0.011010029499870382,0.018021446116925674,-0.0006657127323673799
